Efficiency,Efficiency Certification,Fans,Kind,Link,Manufacturer,Model,Modular,Name,Output,PCI-Express 6+2-Pin Connectors,PCI-Express 6-Pin Connectors,PCI-Express 8-Pin Connectors,Part #,Prices,Type,Wattage,avg,short_link,power,eff_rank,ppw
&lt; 87%,80+,1,Power Supply,/product/DFV48d/thermaltake-power-supply-w0155ru,Thermaltake,,No,Thermaltake Toughpower 1000W 80+ Certified ATX Power Supply,"+3.3V@30A,+5V@30A,+12V1@20A,+12V2@20A,+12V3@36A,+12V4@36A,-12V@0.8A,+5VSB@3.5A",,3,3,W0155RU,[],ATX12V / EPS12V,1000 Watts,0.0,thermaltake-power-supply-w0155ru,1000.0,1.0,0.0
70%,,1,Power Supply,/product/BXQypg/sparkle-power-supply-atx450pn,Sparkle,,No,Sparkle 450W ATX Power Supply,"+3.3V@22A, +5V@15A, +12V1@18A, +12V2@18A, -12V@0.3A, +5VSB@2.5A",,1,,ATX-450PN,[71.19],ATX12V,450 Watts,71.19,sparkle-power-supply-atx450pn,450.0,,0.1582
,80+ Gold,1,Power Supply,/product/ZVzv6h/sparkle-power-supply-scc850af,Sparkle,,Semi,Sparkle 850W 80+ Gold Certified Semi-Modular ATX Power Supply,"+3.3V@24A, +5V@30A, +12V1@16A, +12V2@16A, +12V3@16A, +12V4@18A, +12V5@18A, -12V@0.5A, +5VSB@3A",4,,,SCC-850AF,[],ATX12V / EPS12V,850 Watts,0.0,sparkle-power-supply-scc850af,850.0,4.0,0.0
,80+ Gold,1,Power Supply,/product/YvxfrH/sparkle-power-supply-scc750af,Sparkle,,Full,Sparkle 750W 80+ Gold Certified Fully-Modular ATX Power Supply,"+3.3V@24A, +5V@30A, +12V1@16A, +12V2@16A, +12V3@16A, +12V4@18A, -12V@0.5A, +5VSB@3A",4,,,SCC-750AF,[],ATX12V / EPS12V,750 Watts,0.0,sparkle-power-supply-scc750af,750.0,4.0,0.0
&lt; 88%,80+ Bronze,1,Power Supply,/product/MdkD4D/enermax-power-supply-b550sa,Enermax,,No,Enermax 550W 80+ Bronze Certified ATX Power Supply,"+3.3V@25A, +5V@25A, +12V@45A, -12V@0.8A, +5VSB@3.0A",1,1,,B550-SA,[],ATX12V,550 Watts,0.0,enermax-power-supply-b550sa,550.0,2.0,0.0
92%,80+ Platinum,1,Power Supply,/product/BJFPxr/corsair-power-supply-cp9020072,Corsair,HX750i,Full,Corsair 750W 80+ Platinum Certified Fully-Modular ATX Power Supply,"+3.3V@25A, +5V@25A, +12V@62.5A, -12V@0.8A, +5VSB@3A",6,,,CP-9020072<br/>(or) CP-9020072-UK<br/>(or) CP-9020072-NA<br/>(or) CP-9020072-EU<br/>(or) CP-9020072-AU,"[149.99, 154.99, 159.99, 154.99, 169.99, 170.48, 179.99, 207.99]",ATX12V / EPS12V,750 Watts,168.55125,corsair-power-supply-cp9020072,750.0,5.0,0.224735
&lt; 88%,80+ Bronze,1,Power Supply,/product/wX6BD3/enermax-power-supply-b650sa,Enermax,,No,Enermax 650W 80+ Bronze Certified ATX Power Supply,"+3.3V@25A, +5V@25A, +12V@45A, -12V@0.8A, +5VSB@3.0A",2,,,B650-SA,[],ATX12V,650 Watts,0.0,enermax-power-supply-b650sa,650.0,2.0,0.0
&gt; 80%,,1,Power Supply,/product/JHH323/apevia-power-supply-atxcb700w,Apevia,,No,Apevia 700W ATX Power Supply,"+3.3V@38A, +5V@40A, +12V1@23A, +12V2@26A, -5V@0.3A, -12V@0.8A, +5VSB@2.0A",2,2,,ATX-CB700W,[],ATX12V / EPS12V,700 Watts,0.0,apevia-power-supply-atxcb700w,700.0,,0.0
&lt; 80%,80+,1,Power Supply,/product/ndBv6h/be-quiet-power-supply-bn104,be quiet!,PURE POWER L7 | 350W,No,be quiet! 350W 80+ Certified ATX Power Supply,,,,,BN104,[],ATX12V / EPS12V,350 Watts,0.0,be-quiet-power-supply-bn104,350.0,1.0,0.0
&lt; 84%,80+,1,Power Supply,/product/L4xfrH/be-quiet-power-supply-bn106,be quiet!,PURE POWER L7 | 530W,No,be quiet! 530W 80+ Certified ATX Power Supply,,2,,,BN106,[],ATX12V / EPS12V,530 Watts,0.0,be-quiet-power-supply-bn106,530.0,1.0,0.0
&lt; 90%,80+ Gold,1,Power Supply,/product/Gx7wrH/be-quiet-power-supply-bn190,be quiet!,STRAIGHT POWER E9 | 400W,No,be quiet! 400W 80+ Gold Certified ATX Power Supply,,1,1,,BN190,[],ATX12V / EPS12V,400 Watts,0.0,be-quiet-power-supply-bn190,400.0,4.0,0.0
82%,80+,1,Power Supply,/product/vMtCmG/pc-power--cooling-power-supply-ppcs500d,PC Power &amp; Cooling,,No,PC Power & Cooling Silencer 500W 80+ Certified ATX Power Supply,"+3.3V@24A,+5V@24A,+12V@35A,-12V@0.8A,+5VSB@2.5A",1,1,,PPCS500D,[],ATX12V / EPS12V,500 Watts,0.0,pc-power--cooling-power-supply-ppcs500d,500.0,1.0,0.0
,80+ Gold,1,Power Supply,/product/ytMFf7/be-quiet-power-supply-bn605,be quiet!,,Semi,be quiet! Dark Power Pro 10 1200W 80+ Gold Certified Semi-Modular ATX Power Supply,"+3.3V@25A, +5V@25A, +12V1@35A, +12V2@35A, +12V3@45A, +12V4@45A, -12V@0.5A, +5VSB@3A",8,1,,BN605,[],ATX12V / EPS12V,1200 Watts,0.0,be-quiet-power-supply-bn605,1200.0,4.0,0.0
,80+ Gold,1,Power Supply,/product/ddBv6h/be-quiet-power-supply-bn600,be quiet!,,Semi,be quiet! Dark Power Pro 10 550W 80+ Gold Certified Semi-Modular ATX Power Supply,"+3.3V@25A, +5V@25A, +12V1@20A, +12V2@20A, +12V3@25A, +12V4@25A, -12V@0.5A, +5VSB@3A",4,1,,BN600,[],ATX12V / EPS12V,550 Watts,0.0,be-quiet-power-supply-bn600,550.0,4.0,0.0
,80+ Gold,1,Power Supply,/product/JgV48d/be-quiet-power-supply-bn602,be quiet!,,Semi,be quiet! Dark Power Pro 10 750W 80+ Gold Certified Semi-Modular ATX Power Supply,"+3.3V@25A, +5V@25A, +12V1@25A, +12V2@25A, +12V3@30A, +12V4@30A, -12V@0.5A, +5VSB@3A",6,1,,BN602,[],ATX12V / EPS12V,750 Watts,0.0,be-quiet-power-supply-bn602,750.0,4.0,0.0
&lt; 80%,,2,Power Supply,/product/grZQzy/topower-power-supply-zu450w,Topower,,No,Topower 450W ATX Power Supply,"+3.3V@28A,+5V@35A,+12V1@15A,+12V2@16A,-12V@0.8A,-5V@0.5A,+5VSB@2.5A",,,,ZU-450W,[],ATX12V,450 Watts,0.0,topower-power-supply-zu450w,450.0,,0.0
,80+ Gold,1,Power Supply,/product/k6s8TW/be-quiet-power-supply-bn202,be quiet!,,Semi,be quiet! DARK POWER PRO 10 750W 80+ Gold Certified Semi-Modular ATX Power Supply,,6,1,,BN202,[],ATX,750 Watts,0.0,be-quiet-power-supply-bn202,750.0,4.0,0.0
,,1,Power Supply,/product/4KmLrH/sparkle-power-supply-fsp300tharmc,Sparkle,,No,Sparkle 300W ATX Power Supply,,,,,FSP300THAR-MC,[],ATX12V,300 Watts,0.0,sparkle-power-supply-fsp300tharmc,300.0,,0.0
&gt; 90%,80+ Gold,1,Power Supply,/product/8cXfrH/fsp-group-power-supply-au850pro,FSP Group,,No,FSP Group 850W 80+ Gold Certified ATX Power Supply,"25A @ +3.3V DC, 25A @ +5V DC, 70A @ +12V DC, 0.8A @ -12V DC, 3.0A @ +5Vsb DC Standby",8,,,AU-850PRO,[],ATX12V / EPS12V,850 Watts,0.0,fsp-group-power-supply-au850pro,850.0,4.0,0.0
&gt; 75%,,1,Power Supply,/product/jMh9TW/e-power-power-supply-ep500nexv,E-Power,,No,E-Power 500W ATX Power Supply,"+3.3V@28A, +5V@50A, +12V@28A, -12V@1A, -5V@0.8A, +5VSB@2.5A",1,1,,EP-500NE-XV,[],ATX12V / EPS12V,500 Watts,0.0,e-power-power-supply-ep500nexv,500.0,,0.0
,,1,Power Supply,/product/YZMFf7/topower-power-supply-zu750w,Topower,,No,Topower 750W ATX Power Supply,"+3.3V@24A,+5V@30A,+12V1@20A,+12V2@20A,+12V3@20A,+12V4@20A,-12V@0.8A,+5VSB@3.0A",2,2,,ZU-750W,[],ATX12V / EPS12V,750 Watts,0.0,topower-power-supply-zu750w,750.0,,0.0
&lt; 90%,80+ Gold,1,Power Supply,/product/z4fp99/kingwin-power-supply-lzg550,Kingwin,,Full,Kingwin Lazer Gold 550W 80+ Gold Certified Fully-Modular ATX Power Supply,"+3.3V@24A, +5V@24A, +12V@45A, -12V@0.5A, +5VSB@3.0A",2,2,,LZG-550,[],ATX12V / EPS12V,550 Watts,0.0,kingwin-power-supply-lzg550,550.0,4.0,0.0
&gt; 90%,80+ Gold,1,Power Supply,/product/Knbp99/cooler-master-power-supply-rs700afbag1us,Cooler Master,,Full,Cooler Master V700 700W 80+ Gold Certified Fully-Modular ATX Power Supply,"+3.3V@25A, +5V@25A, +12V@58A, -12V@0.5A, +5Vsb@3A",4,,,RS700-AFBAG1-US,[],ATX12V / EPS12V,700 Watts,0.0,cooler-master-power-supply-rs700afbag1us,700.0,4.0,0.0
,80+ Gold,1,Power Supply,/product/fYGkcf/sparkle-power-supply-gweps1000da,Sparkle,,Semi,Sparkle 1000W 80+ Gold Certified Semi-Modular ATX Power Supply,"+3.3V@30A, +5V@30A, +12V1@18A, +12V2@18A, +12V3@18A, +12V4@18A, +12V5@18A, +12V6@18A, -12V@0.6A, +5VSB@3.0A",4,,,GW-EPS1000DA,[],ATX12V / EPS12V,1000 Watts,0.0,sparkle-power-supply-gweps1000da,1000.0,4.0,0.0
&gt; 72%,,1,Power Supply,/product/Ys4gXL/kingwin-power-supply-abt730mm,Kingwin,,No,Kingwin 730W ATX Power Supply,"+3.3V@24A, +5V@30A, +12V1@18A, +12V2@18A, +12V3@18A, +12V4@20A, -12V@0.5A, +5VSB@2.5A",2,2,,ABT-730MM,[],ATX12V,730 Watts,0.0,kingwin-power-supply-abt730mm,730.0,,0.0
&lt; 90%,80+ Gold,1,Power Supply,/product/4zTmP6/kingwin-power-supply-lzg700,Kingwin,,Full,Kingwin Lazer Gold 700W 80+ Gold Certified Fully-Modular ATX Power Supply,"+3.3V@24A, +5V@24A, +12V@58A, -12V@0.5A, +5VSB@3.0A",2,2,,LZG-700,[],ATX12V / EPS12V,700 Watts,0.0,kingwin-power-supply-lzg700,700.0,4.0,0.0
,,1,Power Supply,/product/knvRsY/coolmax-power-supply-cul750b,CoolMax,,Semi,CoolMax 750W Semi-Modular ATX Power Supply,"+3.3V@24A, +5V@30A, +12V1@16A, +12V2@16A, +12V3@15A, +12V4@12A, -12V@0.5A, +5VSB@3A",1,1,,CUL-750B,[],ATX12V / EPS12V,750 Watts,0.0,coolmax-power-supply-cul750b,750.0,,0.0
,80+ Platinum,1,Power Supply,/product/ZHCwrH/corsair-power-supply-ax860i,Corsair,,Full,Corsair 860W 80+ Platinum Certified Fully-Modular ATX Power Supply,"+3.3V@25A, +5V@25A, +12V@71.6A, -12V@0.8A, +5VSB@3.0A",6,,,AX860i<br/>(or) CP-9020037-NA<br/>(or) CMPSU-AX860i<br/>(or) CP-9020037-UK<br/>(or) CP-9020037-AU,"[199.99, 199.99, 198.99, 229.99, 279.99]",ATX12V / EPS12V,860 Watts,221.79,corsair-power-supply-ax860i,860.0,5.0,0.257895348837
,,1,Power Supply,/product/TKjG3C/cooler-master-power-supply-rs475pcar,Cooler Master,,No,Cooler Master Extreme 2 475W ATX Power Supply,"+3.3V@22A, +5V@22A, +12V1@18A, +12V2@18A, -12V@0.3A, +5Vsb@2.5A",1,,,RS-475-PCAR,[],ATX12V,475 Watts,0.0,cooler-master-power-supply-rs475pcar,475.0,,0.0
,,1,Power Supply,/product/WdQypg/coolmax-power-supply-cxi600b,CoolMax,,No,CoolMax 600W ATX Power Supply,"+3.3V@30A, +5V@55A, +12V1@19A, +12V2@19A, -12V@1A, +5VSB@2.5A",,2,,CXI-600B,[61.99],ATX12V,600 Watts,61.99,coolmax-power-supply-cxi600b,600.0,,0.103316666667
&gt; 70%,,1,Power Supply,/product/FvMFf7/kingwin-power-supply-abt610mm,Kingwin,,No,Kingwin 610W ATX Power Supply,,,2,,ABT-610MM,[],ATX12V,610 Watts,0.0,kingwin-power-supply-abt610mm,610.0,,0.0
&gt;80%,80+ Bronze,1,Power Supply,/product/ZVcMnQ/azza-power-supply-psaz1000a14s,Azza,,No,Azza Titan 1000W 80+ Bronze Certified ATX Power Supply,"+3.3V@24A, +5V@24A, +12V@83A, -12V@0.5A, +5VSB@3A",2,2,,PSAZ-1000A14S,[],ATX,1000 Watts,0.0,azza-power-supply-psaz1000a14s,1000.0,2.0,0.0
Up to 85%,80+,1,Power Supply,/product/T9V48d/corsair-power-supply-cmpsu450vx,Corsair,VX450,No,Corsair 450W 80+ Certified ATX Power Supply,"+3.3V@20A, +5V@20A, +12V@33A, -12V@0.8A, +5VSB@2.5A",,1,,CMPSU-450VX,[],ATX12V,450 Watts,0.0,corsair-power-supply-cmpsu450vx,450.0,1.0,0.0
,80+,1,Power Supply,/product/yB3RsY/enermax-power-supply-ees400awtii,Enermax,,No,Enermax 400W 80+ Certified ATX Power Supply,"+3.3V@20A, +5V@20A, +12V1@22A, +12V2@22A, -12V@0.6A, +5Vsb@3A",,,,EES400AWT_II,[],ATX12V / EPS12V,400 Watts,0.0,enermax-power-supply-ees400awtii,400.0,1.0,0.0
85-88%,80+ Silver,1,Power Supply,/product/8J4gXL/sparkle-power-supply-rspi600ach5b,Sparkle,,No,Sparkle 600W 80+ Silver Certified ATX Power Supply,"+3.3V@24A, +5V@24A, +12V1@18A, +12V2@18A, +12V3@18A, +12V4@18A, -12V@0.5A, +5VSB@1.25A",1,1,,R-SPI600ACH5B,[],ATX12V / EPS12V,600 Watts,0.0,sparkle-power-supply-rspi600ach5b,600.0,3.0,0.0
82%,80+,1,Power Supply,/product/9YGkcf/ocz-power-supply-ocz500sxs2,OCZ,,No,OCZ StealthXstream II 500W 80+ Certified ATX Power Supply,"+3.3V@24A,+5V@24A,+12V1@18A, +12V2@18A, -12V@0.5A,+5VSB @ 2.5A",,1,,OCZ500SXS2,[],ATX12V / EPS12V,500 Watts,0.0,ocz-power-supply-ocz500sxs2,500.0,1.0,0.0
,80+ Gold,1,Power Supply,/product/q78H99/be-quiet-power-supply-bn193,be quiet!,,No,be quiet! STRAIGHT POWER E9 600W 80+ Gold Certified ATX Power Supply,,4,,,BN193,[],ATX,600 Watts,0.0,be-quiet-power-supply-bn193,600.0,4.0,0.0
82%,80+,1,Power Supply,/product/mpsKHx/ocz-power-supply-ocz600sxs2,OCZ,,No,OCZ StealthXstream II 600W 80+ Certified ATX Power Supply,"+3.3V@25A,+5V@25A,+12V1@18A, +12V2@18A, +12V3@18A, +12V4@18A, -12V@0.8A, +5VSB@3.0A",1,1,,OCZ600SXS2,[],ATX12V / EPS12V,600 Watts,0.0,ocz-power-supply-ocz600sxs2,600.0,1.0,0.0
&gt; 80%,80+ Bronze,1,Power Supply,/product/dnxfrH/corsair-power-supply-cx430,Corsair,,No,Corsair Builder 430W 80+ Bronze Certified ATX Power Supply,"+3.3V@20A, +5V@20A, +12V@32A, -12V@0.8A, +5VSB@3.0A",1,,,CX430,"[56.89, 57.04]",ATX12V,430 Watts,56.965,corsair-power-supply-cx430,430.0,2.0,0.132476744186
&gt; 80%,80+,1,Power Supply,/product/P8V48d/sparkle-power-supply-rspi900gcm,Sparkle,,Semi,Sparkle 900W 80+ Certified Semi-Modular ATX Power Supply,"+3.3V@30A,+5V@30A,+12V1@20A,+12V2@20A,+12V3@20A,+12V4@20A,-12V@1A,+5VSB@3.0A",2,2,,R-SPI900GCM,[],ATX12V / EPS12V,900 Watts,0.0,sparkle-power-supply-rspi900gcm,900.0,1.0,0.0
90%,80+ Gold,1,Power Supply,/product/M47wrH/xclio-power-supply-stablepowergold750w,XClio,,Full,XClio 750W 80+ Gold Certified Fully-Modular ATX Power Supply,"+5V@25A, +3.3V@22A, +12V@62A, -12V@0.3A, +5VSB@3.5A",2,2,,STABLEPOWER GOLD 750W,[],ATX12V / EPS12V,750 Watts,0.0,xclio-power-supply-stablepowergold750w,750.0,4.0,0.0
,,1,Power Supply,/product/JNh9TW/inwin-power-supply-ips350cq20t,Inwin,,No,Inwin 350W ATX Power Supply,"+3.3 V DC @ 21 A, +5 V DC @ 15 A, +12 V DC @ 17 A, +12 V DC @ 18 A, -12 V DC @ 300 mA, +5 V DC @ 3.50 A",,1,,IP-S350CQ2-0T,[],ATX12V,350 Watts,0.0,inwin-power-supply-ips350cq20t,350.0,,0.0
&gt; 85%,80+ Bronze,1,Power Supply,/product/mWqdnQ/coolmax-power-supply-zp850b,CoolMax,,Semi,CoolMax 850W 80+ Bronze Certified Semi-Modular ATX Power Supply,"+3.3V@28A, +5V@30A, +12V1@20A, +12V2@20A, +12V3@30A, +12V4@30A, -12V@0.8A, +5VSB@3A",2,2,,ZP-850B,[139.99],ATX12V / EPS12V,850 Watts,139.99,coolmax-power-supply-zp850b,850.0,2.0,0.164694117647
,80+ Bronze,1,Power Supply,/product/sNcMnQ/thermaltake-power-supply-w0319,Thermaltake,,Semi,Thermaltake TR2 RX 850W 80+ Bronze Certified Semi-Modular ATX Power Supply,,2,2,,W0319,[],ATX,850 Watts,0.0,thermaltake-power-supply-w0319,850.0,2.0,0.0
87-90%,80+ Gold,1,Power Supply,/product/N9mLrH/silverstone-power-supply-st75fg,Silverstone,,Full,Silverstone Strider Gold 750W 80+ Gold Certified Fully-Modular ATX Power Supply,"+3.3V@22A, +5V@25A, +12V@62A, -12V@0.3A, +5VSB@3.5A",2,2,,ST75F-G,[],ATX12V / EPS12V,750 Watts,0.0,silverstone-power-supply-st75fg,750.0,4.0,0.0
&lt; 84%,,1,Power Supply,/product/6bg323/zalman-power-supply-zm600hp,Zalman,,Full,Zalman 600W Fully-Modular ATX Power Supply,"+3.3V@24A, +5V@24A, +12V1@16A, +12V2@16A, +12V3@16A, +12V4@16A, -12V@0.5A, +5VSB@2.5A",,2,,ZM600-HP,[],ATX12V / EPS12V,600 Watts,0.0,zalman-power-supply-zm600hp,600.0,,0.0
88%,80+ Bronze,1,Power Supply,/product/B6zv6h/zalman-power-supply-zm770xt,Zalman,,Full,Zalman 770W 80+ Bronze Certified Fully-Modular ATX Power Supply,"+3.3V@30A, +5V@30A, +12V1@20A, +12V2@20A, +12V3@20A, +12V4@20A, -12V@0.8A, +5VSB@2.5A",1,1,,ZM770-XT,[],ATX12V / EPS12V,770 Watts,0.0,zalman-power-supply-zm770xt,770.0,2.0,0.0
85%,80+ Bronze,1,Power Supply,/product/t7V48d/cooler-master-power-supply-rs620spm2e3us,Cooler Master,Silent Pro M2,Semi,Cooler Master Silent Pro M2 620W 80+ Bronze Certified Semi-Modular ATX Power Supply,"+3.3V@20A, +5V@25A, +12V@50A, -12V@0.3A, +5VSB@2.5A",4,,,RS620-SPM2E3-US,[],ATX12V,620 Watts,0.0,cooler-master-power-supply-rs620spm2e3us,620.0,2.0,0.0
,,2,Power Supply,/product/J2ckcf/athena-power-power-supply-app4atx55fec,Athena Power,,No,Athena Power 550W ATX Power Supply,"+3.3V@15A, +5V@20/26A, +12V1@16A, +12V2@16A, -12V@0.8A, +5VSB@2.5A",2,2,,AP-P4ATX55FEC,[],ATX12V / EPS12V,550 Watts,0.0,athena-power-power-supply-app4atx55fec,550.0,,0.0
,80+ Bronze,1,Power Supply,/product/3hkwrH/corsair-power-supply-cp9020102na,Corsair,CX550M,Semi,Corsair CXM 550W 80+ Bronze Certified Semi-Modular ATX Power Supply,,2,,,CP-9020102-NA,"[64.97, 72.82, 64.97, 82.99, 114.99]",ATX,550 Watts,80.148,corsair-power-supply-cp9020102na,550.0,2.0,0.145723636364
,80+ Bronze,1,Power Supply,/product/4Vzv6h/seasonic-power-supply-s12ii430b,SeaSonic,,No,SeaSonic S12II 430W 80+ Bronze Certified ATX Power Supply,"+3.3V@20A, +5V@20A, +12V1@17A, +12V2@17A, -12V@0.8A, +5VSB@2.5A",1,1,,S12II 430B,"[41.99, 51.99, 71.23, 79.68, 69.99]",ATX12V / EPS12V,430 Watts,62.976,seasonic-power-supply-s12ii430b,430.0,2.0,0.146455813953
&lt; 78%,,1,Power Supply,/product/HLR48d/diablotek-power-supply-phd550,Diablotek,,No,Diablotek 550W ATX Power Supply,,,2,,PHD550,[],ATX12V,550 Watts,0.0,diablotek-power-supply-phd550,550.0,,0.0
,,1,Power Supply,/product/7HMFf7/diablotek-power-supply-phd750,Diablotek,,No,Diablotek 750W ATX Power Supply,"+3.3V@24A, +5V@25A, +12V1@21A, +12V2@23A, -12V@0.6A, +5VSB@3.0A",2,2,,PHD750,[],ATX12V / EPS12V,750 Watts,0.0,diablotek-power-supply-phd750,750.0,,0.0
&gt; 80%,,1,Power Supply,/product/xjV48d/diablotek-power-supply-phd850,Diablotek,,No,Diablotek 850W ATX Power Supply,"+3.3V@30A, +5V@30A, +12V1@30A, +12V2@30A, -12V@0.5A, +5VSB@3.0A",2,2,,PHD850,[],ATX12V,850 Watts,0.0,diablotek-power-supply-phd850,850.0,,0.0
,,1,Power Supply,/product/zRPfrH/athena-power-power-supply-apmtfx30,Athena Power,,No,Athena Power 300W ATX Power Supply,"+3.3V@13A, +5V@13A, +12V1@9A, +12V2@9A, -12V@0.8A, +5VSB@2.5A",,,,AP-MTFX30,"[24.99, 33.98, 39.99, 33.27]",ATX12V,300 Watts,33.0575,athena-power-power-supply-apmtfx30,300.0,,0.110191666667
&lt; 77%,,1,Power Supply,/product/BJ4gXL/diablotek-power-supply-phd350,Diablotek,,No,Diablotek 350W ATX Power Supply,,,1,,PHD350,[],ATX12V,350 Watts,0.0,diablotek-power-supply-phd350,350.0,,0.0
,80+ Bronze,1,Power Supply,/product/sCXfrH/xigmatek-power-supply-nrpmc802,Xigmatek,,Full,Xigmatek 800W 80+ Bronze Certified Fully-Modular ATX Power Supply,"+3.3V@30A, +5V@30A, +12V@64A, -12V@0.5A, +5VSB@3A",2,2,,NRP-MC802,[],ATX12V,800 Watts,0.0,xigmatek-power-supply-nrpmc802,800.0,2.0,0.0
,80+ Bronze,1,Power Supply,/product/dYFPxr/xigmatek-power-supply-nrpmc1002,Xigmatek,,Full,Xigmatek 1000W 80+ Bronze Certified Fully-Modular ATX Power Supply,"+3.3V@30A, +5V@30A, +12V@80A, -12V@0.5A, +5VSB@3A",3,3,,NRP-MC1002,[],ATX12V,1000 Watts,0.0,xigmatek-power-supply-nrpmc1002,1000.0,2.0,0.0
&gt; 85%,80+ Bronze,1,Power Supply,/product/PHMFf7/xigmatek-power-supply-acxtnrppc402,Xigmatek,,No,Xigmatek 400W 80+ Bronze Certified ATX Power Supply,"+3.3V@24A, +5V@15A, +12V1@20A, +12V2@20A, -12V@0.3A, +5VSB@2.5A",,1,,ACXTNRP-PC402,[],ATX12V,400 Watts,0.0,xigmatek-power-supply-acxtnrppc402,400.0,2.0,0.0
,80+ Bronze,1,Power Supply,/product/Q9mLrH/xigmatek-power-supply-nrppc602,Xigmatek,,No,Xigmatek 600W 80+ Bronze Certified ATX Power Supply,"+3.3V@24A, +5V@15A, +12V1@30A, +12V2@22A, -12V@0.3A, +5VSB@2.5A",2,2,,NRP-PC602,[],ATX12V / EPS12V,600 Watts,0.0,xigmatek-power-supply-nrppc602,600.0,2.0,0.0
,80+ Bronze,1,Power Supply,/product/Fhckcf/xigmatek-power-supply-nrppc702,Xigmatek,,No,Xigmatek 700W 80+ Bronze Certified ATX Power Supply,"+3.3V@24A, +5V@20A, +12V1@30A, +12V2@30A, -12V@0.3A, +5VSB@2.5A",2,2,,NRP-PC702,[],ATX12V,700 Watts,0.0,xigmatek-power-supply-nrppc702,700.0,2.0,0.0
&gt; 75%,,1,Power Supply,/product/8DYXsY/thermaltake-power-supply-tr700,Thermaltake,,No,Thermaltake TR2 700W ATX Power Supply,"+3.3V@24A, +5V@24A, +12V@52A, -12V@0.5A, +5VSB@3.0A",4,,,TR-700,"[59.99, 61.33, 61.49, 74.99]",ATX12V / EPS12V,700 Watts,64.45,thermaltake-power-supply-tr700,700.0,,0.0920714285714
,80+ Gold,1,Power Supply,/product/x6s8TW/be-quiet-power-supply-bn201,be quiet!,,Semi,be quiet! DARK POWER PRO 10 650W 80+ Gold Certified Semi-Modular ATX Power Supply,,4,1,,BN201,[],ATX,650 Watts,0.0,be-quiet-power-supply-bn201,650.0,4.0,0.0
72%,,1,Power Supply,/product/3ng323/startech-power-supply-atxpw550pro2,StarTech,,No,StarTech 550W ATX Power Supply,"+3.3V@30A, +5V@50A, +12V1@18A, +12V2@18A, -12V@1A, +5VSB@2.5A",,2,,ATXPW550PRO2,[],ATX12V / EPS12V,550 Watts,0.0,startech-power-supply-atxpw550pro2,550.0,,0.0
&gt; 80%,,1,Power Supply,/product/9YFPxr/xclio-power-supply-diamondpower880w,XClio,,No,XClio 880W ATX Power Supply,"+3.3V@28A, +5V@30A, +12V@72A, -12V@0.5A, +5VSB@4.0A",,2,2,DIAMONDPOWER 880W,[],ATX12V / EPS12V,880 Watts,0.0,xclio-power-supply-diamondpower880w,880.0,,0.0
&gt; 80%,,1,Power Supply,/product/7FNp99/xclio-power-supply-diamondpower1080w,XClio,,No,XClio 1080W ATX Power Supply,"+3.3V@28A, +5V@30A, +12V@85A, -12V@0.5A, +5VSB@4.0A",,3,3,DIAMONDPOWER 1080W,[],ATX12V / EPS12V,1080 Watts,0.0,xclio-power-supply-diamondpower1080w,1080.0,,0.0
80%,80+,1,Power Supply,/product/VPBv6h/xclio-power-supply-greatpower1000w,XClio,,Full,XClio 1000W 80+ Certified Fully-Modular ATX Power Supply,"+3.3V@30A, +5V@30A, +12V1@20A, +12V2@20A, +12V3@36A, +12V4@36A, -12V@0.8A, +5VSB@3.5A",,3,3,GREATPOWER 1000W,[],ATX12V,1000 Watts,0.0,xclio-power-supply-greatpower1000w,1000.0,1.0,0.0
,,2,Power Supply,/product/rs4gXL/startech-power-supply-atxpow350df,StarTech,,No,StarTech 350W ATX Power Supply,"+3.3V@28A, +5V@35A, +12V@15A, -5VSB@0.5A, -12V@0.8A, +5VSB@2.5A",,,,ATXPOW350DF,[],ATX,350 Watts,0.0,startech-power-supply-atxpow350df,350.0,,0.0
,80+,1,Power Supply,/product/zdV48d/startech-power-supply-atx2power430,StarTech,,No,StarTech 430W 80+ Certified ATX Power Supply,"+3.3V@24A, +5V@24A, +12V1@20A, +12V2@20A, +12V3@20A, +12V4@20A, -12V@0.5A, +5VSB@2.5A",,2,,ATX2POWER430,[],ATX12V,430 Watts,0.0,startech-power-supply-atx2power430,430.0,1.0,0.0
,,1,Power Supply,/product/YYFPxr/startech-power-supply-atx2power450,StarTech,,No,StarTech 450W ATX Power Supply,"+3.3V@30A, +5V@45A, +12V1@17A, +12V2@16A, -12V@1A, +5VSB@2.5A",,,,ATX2POWER450,[],ATX12V,450 Watts,0.0,startech-power-supply-atx2power450,450.0,,0.0
85%,80+ Bronze,1,Power Supply,/product/GYFPxr/xion-power-supply-axp1000r14he,Xion,,Full,Xion 1000W 80+ Bronze Certified Fully-Modular ATX Power Supply,"+3.3V@24A, +5V@30A, +12V1@20A, +12V2@20A, +12V3@20A, +12V4@35A, +12V5@35A, +12V6@20A, -12V@0.5A, +5VSB@5A",2,2,,AXP-1000R14HE,[],ATX12V / EPS12V,1000 Watts,0.0,xion-power-supply-axp1000r14he,1000.0,2.0,0.0
